Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-hzku,randomiser-fj1y,Question Key,Response
9,1571770527852,22/10/2019 18:55:27,1571770523622,1,22/10/2019 19:55:23,10353,4,questionnaire-kcu3,,3229267,5d373c769f018a00192f88f9,896052,,complete,,5daf4dff72783000160a5c7b,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1440x900,1440x794,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571770527852,22/10/2019 18:55:27,1571770523622,1,22/10/2019 19:55:23,10353,4,questionnaire-kcu3,,3229267,5d373c769f018a00192f88f9,896052,,complete,,5daf4dff72783000160a5c7b,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1440x900,1440x794,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571770527852,22/10/2019 18:55:27,1571770523622,1,22/10/2019 19:55:23,10353,4,questionnaire-kcu3,,3229267,5d373c769f018a00192f88f9,896052,,complete,,5daf4dff72783000160a5c7b,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1440x900,1440x794,,consent form,8,eligible,2,END QUESTIONNAIRE,37190
1,1571770615258,22/10/2019 18:56:55,1571770614560,-7,22/10/2019 11:56:54,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1217x751,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571770659251,22/10/2019 18:57:39,1571770658013,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,eligibility,Yes
3,1571770659797,22/10/2019 18:57:39,1571770658023,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,eligibility-quantised,1
4,1571770659797,22/10/2019 18:57:39,1571770658024,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571770659797,22/10/2019 18:57:39,1571770658028,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571770659797,22/10/2019 18:57:39,1571770658029,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571770659797,22/10/2019 18:57:39,1571770658030,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571770659797,22/10/2019 18:57:39,1571770658030,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571770659797,22/10/2019 18:57:39,1571770658031,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571770659797,22/10/2019 18:57:39,1571770658032,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571770659797,22/10/2019 18:57:39,1571770658032,-7,22/10/2019 11:57:38,10353,4,questionnaire-kcu3,,3229279,5d4b6bfb0cf3e60001d88c23,896053,,complete,,5daf50dea05d370017a0b6aa,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x854,1201x751,,consent form,8,eligible,2,END QUESTIONNAIRE,43473
1,1571770635424,22/10/2019 18:57:15,1571770635322,1,22/10/2019 19:57:15,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571770661332,22/10/2019 18:57:41,1571770661272,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,eligibility,Yes
3,1571770661425,22/10/2019 18:57:41,1571770661273,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,eligibility-quantised,1
4,1571770661425,22/10/2019 18:57:41,1571770661273,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571770661425,22/10/2019 18:57:41,1571770661273,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571770661425,22/10/2019 18:57:41,1571770661273,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571770661425,22/10/2019 18:57:41,1571770661273,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571770661425,22/10/2019 18:57:41,1571770661273,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571770661425,22/10/2019 18:57:41,1571770661274,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571770661425,22/10/2019 18:57:41,1571770661274,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571770661425,22/10/2019 18:57:41,1571770661274,1,22/10/2019 19:57:41,10353,4,questionnaire-kcu3,,3229281,5d38770827fd1a0001f71f81,896054,,complete,,5daf5100a0e1f7001726af17,computer,Desktop or Laptop,Mac OS 10.15,Safari 13.0.2,1440x900,1440x837,,consent form,8,eligible,2,END QUESTIONNAIRE,25953
1,1571770953375,22/10/2019 19:02:33,1571770957455,1,22/10/2019 20:02:37,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571770998166,22/10/2019 19:03:18,1571771002316,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,eligibility,Yes
3,1571770998260,22/10/2019 19:03:18,1571771002322,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,eligibility-quantised,1
4,1571770998260,22/10/2019 19:03:18,1571771002323,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571770998260,22/10/2019 19:03:18,1571771002324,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571770998260,22/10/2019 19:03:18,1571771002324,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571770998260,22/10/2019 19:03:18,1571771002326,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571770998260,22/10/2019 19:03:18,1571771002326,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571770998260,22/10/2019 19:03:18,1571771002327,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571770998260,22/10/2019 19:03:18,1571771002328,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571770998260,22/10/2019 19:03:18,1571771002328,1,22/10/2019 20:03:22,10353,4,questionnaire-kcu3,,3229312,5d90e7e7e047820016bbad20,896060,,complete,,5daf513371db9b0017e7fecd,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,consent form,8,eligible,1,END QUESTIONNAIRE,44874
1,1571772011942,22/10/2019 19:20:11,1571772013953,1,22/10/2019 20:20:13,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1670x708,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571772106351,22/10/2019 19:21:46,1571772108373,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,eligibility,Yes
3,1571772106430,22/10/2019 19:21:46,1571772108381,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,eligibility-quantised,1
4,1571772106430,22/10/2019 19:21:46,1571772108381,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571772106430,22/10/2019 19:21:46,1571772108381,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571772106430,22/10/2019 19:21:46,1571772108381,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571772106430,22/10/2019 19:21:46,1571772108382,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571772106430,22/10/2019 19:21:46,1571772108382,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571772106430,22/10/2019 19:21:46,1571772108382,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571772106430,22/10/2019 19:21:46,1571772108382,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571772106430,22/10/2019 19:21:46,1571772108383,1,22/10/2019 20:21:48,10353,4,questionnaire-kcu3,,3229437,5dacc4dd1844f20014bf9c6f,896075,,complete,,5daf54da84ce0d0018b88e4d,computer,Desktop or Laptop,Windows 10,Edge 15.15063,1670x939,1659x708,,consent form,8,eligible,2,END QUESTIONNAIRE,94430
1,1571772773413,22/10/2019 19:32:53,1571772796198,1,22/10/2019 20:33:16,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1600x787,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571772846276,22/10/2019 19:34:06,1571772869084,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,eligibility,Yes
3,1571772846369,22/10/2019 19:34:06,1571772869091,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,eligibility-quantised,1
4,1571772846369,22/10/2019 19:34:06,1571772869091,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571772846369,22/10/2019 19:34:06,1571772869093,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571772846369,22/10/2019 19:34:06,1571772869094,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571772846369,22/10/2019 19:34:06,1571772869094,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571772846369,22/10/2019 19:34:06,1571772869094,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571772846369,22/10/2019 19:34:06,1571772869094,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571772846369,22/10/2019 19:34:06,1571772869095,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571772846369,22/10/2019 19:34:06,1571772869096,1,22/10/2019 20:34:29,10353,4,questionnaire-kcu3,,3229511,5d4b05fd2a4a2f001a4e2510,896081,,complete,,5daf561ecc409a0015d4fda4,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1600x900,1584x787,,consent form,8,eligible,1,END QUESTIONNAIRE,72899
1,1571773820703,22/10/2019 19:50:20,1571773833596,1,22/10/2019 20:50:33,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571774053384,22/10/2019 19:54:13,1571774066247,1,22/10/2019 20:54:26,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,eligibility,Yes
3,1571774053490,22/10/2019 19:54:13,1571774066251,1,22/10/2019 20:54:26,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,eligibility-quantised,1
4,1571774053490,22/10/2019 19:54:13,1571774066251,1,22/10/2019 20:54:26,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571774053490,22/10/2019 19:54:13,1571774066251,1,22/10/2019 20:54:26,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571774053490,22/10/2019 19:54:13,1571774066252,1,22/10/2019 20:54:26,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571774053490,22/10/2019 19:54:13,1571774066252,1,22/10/2019 20:54:26,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571774053490,22/10/2019 19:54:13,1571774066252,1,22/10/2019 20:54:26,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571774053490,22/10/2019 19:54:13,1571774066253,1,22/10/2019 20:54:26,10353,4,questionnaire-kcu3,,3229593,5d0e6a9493c0d200156ab33f,896091,,complete,,5daf5d6bd876770018e504bc,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 77.0.3865.120,1280x800,1280x800,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
